Year,Title,Artist,Weeks,Rank
1986,All Cried Out,Lisa Lisa,26,84
1986,Foolish Pride,Daryl Hall,13,85
1986,Emotion In Motion,Ric Ocasek,19,86
1986,Don't Leave Me This Way,The Communards,13,87
1986,Miami,Bob Seger,9,88
1986,Blame It On The Radio,John Parr,6,89
1986,Someone,El DeBarge,9,90
1986,Dancin  In My Sleep,Secret Ties,5,91
1986,(I Know) I m Losing You,Uptown,11,92
1986,A Trick Of The Night,Bananarama,7,93
1986,Nail It To The Wall,Stacy Lattisaw,13,94
1986,Thorn In My Side,Eurythmics,9,95
1986,If I Say Yes,Five Star,11,96
1986,True Colors,Cyndi Lauper,20,97
1986,Sweet Love,Anita Baker,22,98
1986,Freedom Overspill,Steve Winwood,15,99
1986,Every Beat Of My Heart,Rod Stewart,6,100
1987,Faith,George Michael,20,1
1987,So Emotional,Whitney Houston,19,2
1987,Is This Love,Whitesnake,19,3
1987,Got My Mind Set On You,George Harrison,22,4
1987,Shake Your Love,Debbie Gibson,22,5
1987,Don't You Want Me,Jody Watley,23,6
1987,The Way You Make Me Feel,Michael Jackson,18,7
1987,"Catch Me (I'm Falling) (From The Film ""Hiding Out"")",Pretty Poison,23,8
1987,Cherry Bomb,John Mellencamp,21,9
1987,Need You Tonight,INXS,25,10
1987,Valerie,Steve Winwood,24,11
1987,Tell It To My Heart,Taylor Dayne,25,12
1987,Candle In The Wind,Elton John,21,13
1987,Dude (Looks Like A Lady),Aerosmith,20,14
1987,Hazy Shade Of Winter,Bangles,21,15
1987,Could've Been,Tiffany,20,16
1987,Heaven Is A Place On Earth,Belinda Carlisle,21,17
1987,There's The Girl,Heart,19,18
1987,Animal,Def Leppard,19,19
1987,Seasons Change,Expose,20,20
1987,(I've Had) The Time Of My Life,Bill Medley & Jennifer Warnes,21,21
1987,Crazy,Icehouse,21,22
1987,I Could Never Take The Place Of Your Man,Prince,17,23
1987,That's What Love Is All About,Michael Bolton,25,24
1987,"Hungry Eyes (From ""Dirty Dancing"")",Eric Carmen,25,25
1987,I Want To Be Your Man,Roger,21,26
1987,Power Of Love,Laura Branigan,18,27
1987,We'll Be Together,Sting,18,28
1987,Should've Known Better,Richard Marx,21,29
1987,Tunnel Of Love,Bruce Springsteen,16,30
1987,I Live For Your Love,Natalie Cole,22,31
1987,True Faith,New Order,18,32
1987,Say You Will,Foreigner,19,33
1987,Don't Shed A Tear,Paul Carrack,24,34
1987,Pop Goes The World,Men Without Hats,21,35
1987,Honestly,Stryper,19,36
1987,Motortown,The Kane Gang,16,37
1987,Everywhere,Fleetwood Mac,18,38
1987,What Have I Done To Deserve This?,Pet Shop Boys & Dusty Springfield,18,39
1987,Push It,Salt-N-Pepa,25,40
1987,Just Like Heaven,The Cure,19,41
1987,The One I Love,R.E.M.,20,42
1987,I Think We're Alone Now,Tiffany,24,43
1987,I Found Someone,Cher,26,44
1987,Can't Stay Away From You,Gloria Estefan & Miami Sound Machine,23,45
1987,Pump Up The Volume,M/A/R/R/S,23,46
1987,I Don't Mind At All,Bourgeois Tagg,17,47
1987,I Can't Help It,Bananarama,13,48
1987,Skeletons,Stevie Wonder,16,49
1987,I Do You,The Jets,15,50
1987,Because Of You,The Cover Girls,20,51
1987,Mony Mony,Billy Idol,22,52
1987,In God's Country,U2,12,53
1987,You And Me Tonight,Deja,12,54
1987,She's Like The Wind,Patrick Swayze (Featuring Wendy Fraser),21,55
1987,853-5937,Squeeze,12,56
1987,I've Been In Love Before,Cutting Crew,21,57
1987,(Baby Tell Me) Can You Dance,Shanice Wilson,13,58
1987,Lover's Lane,Georgio,12,59
1987,Hot In The City,Billy Idol,27,60
1987,Never Gonna Give You Up,Rick Astley,24,61
1987,Hourglass,Squeeze,19,62
1987,Dear Mr. Jesus,Powersource (Solo...Sharon),7,63
1987,Rhythm Of Love,Yes,12,64
1987,Never Thought (That I Could Love),Dan Hill,20,65
1987,System Of Survival,"Earth, Wind & Fire",13,66
1987,Hot Hot Hot,Buster Poindexter & His Banshees Of Blue,13,67
1987,Reason To Live,Kiss,12,68
1987,I Won't Forget You,Poison,21,69
1987,I Need A Man,Eurythmics,10,70
1987,Little Lies,Fleetwood Mac,21,71
1987,Breakout,Swing Out Sister,23,72
1987,Love Will Find A Way,Yes,19,73
1987,Criticize,Alexander O'Neal,11,74
1987,U Got The Look,Prince,25,75
1987,Twilight World,Swing Out Sister,15,76
1987,Throwaway,Mick Jagger,9,77
1987,Brilliant Disguise,Bruce Springsteen,16,78
1987,In My Dreams,REO Speedwagon,30,79
1987,"Live My Life (From The Film ""Hiding Out"")",Boy George,12,80
1987,Rain In The Summertime,The Alarm,8,81
1987,Burning Like A Flame,Dokken,8,82
1987,She's Fly,Tony Terry,9,83
1987,Silent Morning,Noel,22,84
1987,Cherokee,Europe,10,85
1987,Someone To Love Me For Me,Lisa Lisa & Cult Jam Featuring Full Force,10,86
1987,We've Only Just Begun (The Romance Is Not Over),Glenn Jones,14,87
1987,Lonely Won't Leave Me Alone,Glenn Medeiros,11,88
1987,Let Me Be The One,Expose,22,89
1987,What's Too Much,Smokey Robinson,10,90
1987,You're All I Need,Motley Crue,8,91
1987,Special Way,Kool & The Gang,14,92
1987,Eagles Fly,Sammy Hagar,13,93
1987,It's A Sin,Pet Shop Boys,19,94
1987,Who Will You Run To,Heart,22,95
1987,Never Let Me Down Again,Depeche Mode,10,96
1987,Causing A Commotion,Madonna,18,97
1987,Here I Go Again,Whitesnake,28,98
1987,Don't Tell Me The Time,Martha Davis,8,99
1987,Don't Make Me Wait For Love,Kenny G. (Vocal By Lenny Williams),19,100
1988,Every Rose Has Its Thorn,Poison,21,1
1988,My Prerogative,Bobby Brown,24,2
1988,Look Away,Chicago,24,3
1988,Giving You The Best That I Got,Anita Baker,22,4
1988,Waiting For A Star To Fall,Boy Meets Girl,25,5
1988,Two Hearts,Phil Collins,18,6
1988,Welcome To The Jungle,Guns N  Roses,17,7
1988,In Your Room,Bangles,20,8
1988,Walk On Water,Eddie Money,21,9
1988,Don t Rush Me,Taylor Dayne,20,10
1988,"Baby, I Love Your Way/Freebird Medley",Will To Power,24,11
1988,Armageddon It,Def Leppard,18,12
1988,Smooth Criminal,Michael Jackson,15,13
1988,I Remember Holding You,Boys Club,21,14
1988,I Don t Want Your Love,Duran Duran,16,15
1988,Silhouette,Kenny G,17,16
1988,How Can I Fall?,Breathe,22,17
1988,The Promise,When In Rome,25,18
1988,Put A Little Love In Your Heart,Annie Lennox,17,19
1988,Finish What Ya Started,Van Halen,20,20
1988,Spy In The House Of Love,Was (Not Was),17,21
1988,The Way You Love Me,Karyn White,25,22
1988,Early In The Morning,Robert Palmer,15,23
1988,All This Time,Tiffany,21,24
1988,When The Children Cry,White Lion,23,25
1988,Born To Be My Baby,Bon Jovi,20,26
1988,When I m With You,Sheriff,28,27
1988,Little Liar,Joan Jett And The Blackhearts,20,28
1988,Holding On,Steve Winwood,17,29
1988,Wild World,Maxi Priest,18,30
1988,I Wanna Have Some Fun,Samantha Fox,23,31
1988,Thanks For My Child,"Cheryl ""Pepsii"" Riley",13,32
1988,Ghost Town,Cheap Trick,14,33
1988,The Lover In Me,Sheena Easton,25,34
1988,Straight Up,Paula Abdul,25,35
1988,Desire,U2,17,36
1988,Wild Thing,Tone-Loc,25,37
1988,"Kokomo (From The ""Cocktail"" Soundtrack)",The Beach Boys,28,38
1988,"Wild, Wild West",The Escape Club,27,39
1988,Kiss,The Art Of Noise Featuring Tom Jones,11,40
1988,Walking Away,Information Society,19,41
1988,Back On Holiday,Robbie Nevil,14,42
1988,Bad Medicine,Bon Jovi,20,43
1988,She Wants To Dance With Me,Rick Astley,18,44
1988,What I Am,Edie Brickell,19,45
1988,Dial My Heart,The Boys,19,46
1988,You Got It (The Right Stuff),New Kids On The Block,26,47
1988,Baby Can I Hold You,Tracy Chapman,12,48
1988,Not Just Another Girl,Ivan Neville,19,49
1988,The Loco-Motion,Kylie Minogue,27,50
1988,Angel Of Harlem,U2,15,51
1988,"Yeah, Yeah, Yeah",Judson Spence,14,52
1988,A Little Respect,Erasure,17,53
1988,Don t Know What You Got (Till It s Gone),Cinderella,22,54
1988,Groovy Kind Of Love,Phil Collins,25,55
1988,As Long As You Follow,Fleetwood Mac,14,56
1988,Shake For The Sheik,The Escape Club,14,57
1988,Kissing A Fool,George Michael,15,58
1988,Handle With Care,Traveling Wilburys,14,59
1988,Cross My Heart,Eighth Wonder,16,60
1988,My Heart Can t Tell You No,Rod Stewart,25,61
1988,It s No Secret,Kylie Minogue,13,62
1988,Peek-A-Boo,Siouxsie and The Banshees,14,63
1988,"Hippy Hippy Shake (From ""Cocktail"")",The Georgia Satellites,14,64
1988,Forever Young,Alphaville,18,65
1988,Symptoms Of True Love,Tracie Spencer,16,66
1988,New Day For You,Basia,11,67
1988,Red Red Wine,UB40,40,68
1988,Girls Ain t Nothing But Trouble,D.J. Jazzy Jeff,12,69
1988,Domino Dancing,Pet Shop Boys,14,70
1988,Forever Young,Rod Stewart,24,71
1988,Edge Of A Broken Heart,Vixen,21,72
1988,"Don t Worry, Be Happy (From ""Cocktail"")",Bobby McFerrin,26,73
1988,It s Money That Matters,Randy Newman,12,74
1988,Another Lover,Giant Steps,22,75
1988,Anchorage,Michelle Shocked,8,76
1988,If We Never Meet Again,Tommy Conwell And The Young Rumblers,11,77
1988,Nobody s Perfect,Mike,11,78
1988,Till I Loved You,Barbra Streisand,12,79
1988,"Surrender To Me (From ""Tequila Sunrise"")",Ann Wilson,19,80
1988,"Wild Again (From ""Cocktail"")",Starship,8,81
1988,Killing Me Softly,Al B. Sure!,11,82
1988,Doctorin  The Tardis,The Timelords,13,83
1988,Never Tear Us Apart,INXS,23,84
1988,All She Wants Is,Duran Duran,13,85
1988,Perfect,Fairground Attraction,6,86
1988,I Beg Your Pardon,Kon Kan,18,87
1988,Don t Be Cruel,Bobby Brown,26,88
1988,"Boy, I ve Been Told",SaFire,16,89
1988,Love Bites,Def Leppard,23,90
1988,More Than You Know,Martika,20,91
1988,Is It Love,J.J. Fad,5,92
1988,I ll Always Love You,Taylor Dayne,30,93
1988,Please Don t Go Girl,New Kids On The Block,28,94
1988,Posse On Broadway,Sir Mix-A-Lot,9,95
1988,Any Love,Luther Vandross,13,96
1988,Cars With The Boom,L Trimm,15,97
1988,The Great Commandment,Camouflage,12,98
1988,What s On Your Mind (Pure Energy),Information Society,25,99
1988,One Moment In Time,Whitney Houston,17,100
1989,Another Day In Paradise,Phil Collins,18,1
1989,Rhythm Nation,Janet Jackson,17,2
1989,Don t Know Much,Linda Ronstadt (Featuring Aaron Neville),26,3
1989,Pump Up The Jam,Technotronic,24,4
1989,With Every Beat Of My Heart,Taylor Dayne,18,5
1989,How Am I Supposed To Live Without You,Michael Bolton,23,6
1989,This One s For The Children,New Kids On The Block,16,7
1989,Just Like Jesse James,Cher,18,8
1989,We Didn t Start The Fire,Billy Joel,19,9
1989,Everything,Jody Watley,23,10
1989,Back To Life,Soul II Soul,28,11
1989,Swing The Mood,Jive Bunny,20,12
1989,Just Between You And Me,Lou Gramm,21,13
1989,Free Fallin,Tom Petty,21,14
1989,Love Song,Tesla,27,15
1989,Downtown Train,Rod Stewart,18,16
1989,When The Night Comes,Joe Cocker,20,17
1989,Two To Make It Right,Seduction,23,18
1989,Living In Sin,Bon Jovi,19,19
1989,Oh Father,Madonna,13,20
1989,Blame It On The Rain,Milli Vanilli,23,21
1989,I Remember You,Skid Row,20,22
1989,Rock And A Hard Place,The Rolling Stones,14,23
1989,Janie s Got A Gun,Aerosmith,18,24
1989,I ll Be Good To You,Quincy Jones Featuring Ray Charles,16,25
1989,Tender Lover,Babyface,17,26
1989,Peace In Our Time,Eddie Money,15,27
1989,Love Shack,The B-52 s,27,28
1989,What Kind Of Man Would I Be?,Chicago,18,29
1989,Don t Close Your Eyes,Kix,23,30
1989,Tell Me Why,Expose,15,31
1989,Opposites Attract,Paula Abdul (Duet With The Wild Pair),23,32
1989,(It s Just) The Way That You Love Me,Paula Abdul,25,33
1989,Was It Nothing At All,Michael Damian,21,34
1989,Principal s Office,Young MC,14,35
1989,Bust A Move,Young MC,39,36
1989,Kickstart My Heart,Motley Crue,16,37
1989,When I See You Smile,Bad English,22,38
1989,Steamy Windows,Tina Turner,11,39
1989,Dangerous,Roxette,21,40
1989,I Want You,Shana,23,41
1989,Don t Make Me Over,Sybil,23,42
1989,Nothin  To Hide,Poco,12,43
1989,Here We Are,Gloria Estefan,21,44
1989,We Can t Go Wrong,The Cover Girls,19,45
1989,Fool For Your Loving,Whitesnake,14,46
1989,The Last Worthless Evening,Don Henley,18,47
1989,No More Lies,Michel le,29,48
1989,Angelia,Richard Marx,17,49
1989,Me So Horny,The 2 Live Crew,30,50
1989,All Or Nothing,Milli Vanilli,14,51
1989,If You Leave Me Now,Jaya,26,52
1989,Price Of Love,Bad English,19,53
1989,Woman In Chains,Tears For Fears,14,54
1989,Leave A Light On,Belinda Carlisle,18,55
1989,Everything You Do (You re Sexing Me),Fiona (Duet With Kip Winger),12,56
1989,Poison,Alice Cooper,19,57
1989,Wait For You,Bonham,15,58
1989,Electric Boogie,Marcia Griffiths,11,59
1989,I Live By The Groove,Paul Carrack,13,60
1989,C Mon And Get My Love,D-Mob With Cathy Dennis,21,61
1989,"I Will Survive (From ""She-Devil"")",SaFire,11,62
1989,The Arms Of Orion,Prince (With Sheena Easton),14,63
1989,Don t Take It Personal,Jermaine Jackson,11,64
1989,Don t Shut Me Out,Kevin Paige,24,65
1989,The Angel Song,Great White,21,66
1989,Personal Jesus,Depeche Mode,20,67
1989,Over And Over,Pajama Party,14,68
1989,Here And Now,Luther Vandross,27,69
1989,Roam,The B-52 s,20,70
1989,Going Home,Kenny G,7,71
1989,Pretending,Eric Clapton,11,72
1989,Heart,Neneh Cherry,8,73
1989,Never 2 Much Of U,Dino,9,74
1989,Listen To Your Heart,Roxette,22,75
1989,Serious Kinda Girl,Christopher Max,8,76
1989,A Girl Like You,The Smithereens,20,77
1989,Didn t I (Blow Your Mind),New Kids On The Block,19,78
1989,Rock Wit cha,Bobby Brown,21,79
1989,Get On Your Feet,Gloria Estefan,17,80
1989,Sometimes She Cries,Warrant,17,81
1989,Lullaby,The Cure,8,82
1989,Hide Your Heart,Kiss,10,83
1989,Too Hot,Loverboy,5,84
1989,No Myth,Michael Penn,16,85
1989,Black Velvet,Alannah Myles,24,86
1989,Gimme Your Good Lovin,Diving For Pearls,6,87
1989,French Kiss,Lil Louis,13,88
1989,Right And Hype,Abstrac,6,89
1989,I Don t Know,Michael Morales,6,90
1989,Girl I Am Searching For You,Stevie B,15,91
1989,Miss You Much,Janet Jackson,20,92
1989,I Didn t Mean To Stay All Night,Starship,8,93
1989,Foolish Heart,Sharon Bryant,5,94
1989,Talk To Myself,Christopher Williams,18,95
1989,Heat Of The Moment,After 7,30,96
1989,Cover Girl,New Kids On The Block,18,97
1989,500 Miles,Hooters,5,98
1989,Back To The Bullet,Saraya,9,99
1989,Owwww!,Chunky A,6,100
1990,Because I Love You (The Postman Song),Stevie B,23,1
1990,Justify My Love,Madonna,16,2
1990,From A Distance,Bette Midler,26,3
1990,Impulsive,Wilson Phillips,20,4
1990,Tom s Diner,DNA Featuring Suzanne Vega,21,5
1990,High Enough,Damn Yankees,29,6
1990,I m Your Baby Tonight,Whitney Houston,19,7
1990,Freedom,George Michael,16,8
1990,The Way You Do The Things You Do,UB40,25,9
1990,Sensitivity,Ralph Tresvant,20,10
1990,Love Will Never Do (Without You),Janet Jackson,22,11
1990,"Miracle (From ""Young Guns II"")",Jon Bon Jovi,16,12
1990,Something To Believe In,Poison,21,13
1990,Love Takes Time,Mariah Carey,26,14
1990,Groove Is In The Heart,Deee-Lite,23,15
1990,The First Time,Surface,25,16
1990,Miles Away,Winger,22,17
1990,One And Only Man,Steve Winwood,15,18
1990,Wiggle It,2 In A Room,22,19
1990,After The Rain,Nelson,22,20
1990,Gonna Make You Sweat,C+C Music Factory,25,21
1990,Feels Good,Tony Toni Tone,25,22
1990,Play That Funky Music,Vanilla Ice,17,23
1990,Just Another Dream,Cathy Dennis,22,24
1990,I m Not In Love,Will To Power,18,25
1990,For You,The Outfield,18,26
1990,Hang In Long Enough,Phil Collins,13,27
1990,More Than Words Can Say,Alias,23,28
1990,On The Way Up,Elisa Fiorillo,19,29
1990,Stranded,Heart,22,30
1990,Fairweather Friend,Johnny Gill,16,31
1990,Anything Is Possible,Debbie Gibson,12,32
1990,You re Amazing,Robert Palmer,13,33
1990,Gentle,Dino,14,34
1990,Ice Ice Baby,Vanilla Ice,21,35
1990,I ll Give All My Love To You,Keith Sweat,20,36
1990,My Love Is A Fire,Donny Osmond,16,37
1990,Knockin  Boots,Candyman,23,38
1990,Disappear,INXS,20,39
1990,Unchained Melody,Righteous Brothers,25,40
1990,Around The Way Girl,LL Cool J,23,41
1990,So Close,Daryl Hall  John Oates,19,42
1990,Does She Love That Man?,Breathe Featuring David Glasper,13,43
1990,The Ghetto,Too Short,14,44
1990,You Gotta Love Someone,Elton John,13,45
1990,I Saw Red,Warrant,19,46
1990,Pray,M.C. Hammer,18,47
1990,New York Minute,Don Henley,16,48
1990,The Shoop Shoop Song (It s In His Kiss),Cher,16,49
1990,Hard To Handle,The Black Crowes,15,50
1990,Where Does My Heart Beat Now,Celine Dion,24,51
1990,World In My Eyes,Depeche Mode,10,52
1990,All The Man That I Need,Whitney Houston,23,53
1990,Hippychick,Soho,19,54
1990,Love Makes Things Happen,Pebbles,19,55
1990,If You Needed Somebody,Bad Company,24,56
1990,B.B.D. (I Thought It Was Me)?,Bell Biv Devoe,15,57
1990,No Matter What,George LaMond (Duet With Brenda K. Starr),16,58
1990,I Don t Have The Heart,James Ingram,26,59
1990,Moneytalks,AC/DC,16,60
1990,Candy,Iggy Pop With Kate Pierson,15,61
1990,Heat Of The Moment,After 7,30,62
1990,Close To You,Maxi Priest,30,63
1990,Wicked Game,Chris Isaak,24,64
1990,I Wanna Get With U,Guy,15,65
1990,It Never Rains (In Southern California),Tony Toni Tone,15,66
1990,Shelter Me,Cinderella,13,67
1990,I Don t Know Anybody Else,Black Box,14,68
1990,Can t Stop,After 7,25,69
1990,Go For It! (Heart And Fire),Joey B. Ellis,8,70
1990,House Full Of Reasons,Jude Cole,15,71
1990,Think,Information Society,16,72
1990,Give It To Me Good,Trixter,9,73
1990,Show Me The Way,Styx,23,74
1990,Round And Round,Tevin Campbell,29,75
1990,Giving You The Benefit,Pebbles,22,76
1990,Just A Little Bit Longer,Maxi Priest,11,77
1990,Deeper Shade Of Soul,Urban Dance Squad,18,78
1990,Get Here,Oleta Adams,23,79
1990,And So It Goes,Billy Joel,12,80
1990,Cherry Pie,Warrant,19,81
1990,Crash (Have Some Fun),TKA Featuring Michelle Visage,7,82
1990,Joey,Concrete Blonde,21,83
1990,Use It Up And Wear It Out,Pat,7,84
1990,Melt In Your Mouth,Candyman,11,85
1990,This Is Ponderous,2nu,13,86
1990,Lyin  To Myself,David Cassidy,16,87
1990,Missunderstanding,Al B. Sure!,14,88
1990,This House,Tracie Spencer,23,89
1990,The Swalk,Notorious,5,90
1990,I Found Love,The Party,11,91
1990,One More Try,Timmy T.,25,92
1990,The Obvious Child,Paul Simon,5,93
1990,(Can t Live Without Your) Love And Affection,Nelson,26,94
1990,Wherever Would I Be,Cheap Trick,10,95
1990,Spend My Life,Slaughter,13,96
1990,Unchained Melody,Righteous Brothers,32,97
1990,Black Cat,Janet Jackson,16,98
1990,Love Me Just For Me,Special Generation,4,99
1990,Something Happened On The Way To Heaven,Phil Collins,22,100
1991,Black Or White,Michael Jackson,20,1
1991,It s So Hard To Say Goodbye To Yesterday,Boyz II Men,22,2
1991,All 4 Love,Color Me Badd,28,3
1991,Set Adrift On Memory Bliss,P.M. Dawn,20,4
1991,When A Man Loves A Woman,Michael Bolton,20,5
1991,Can t Let Go,Mariah Carey,20,6
1991,Blowing Kisses In The Wind,Paula Abdul,20,7
1991,Finally,CeCe Peniston,33,8
1991,2 Legit 2 Quit,M.C. Hammer,20,9
1991,Wildside,Marky Mark,20,10
1991,That s What Love Is For,Amy Grant,20,11
1991,Keep Coming Back,Richard Marx,20,12
1991,No Son Of Mine,Genesis,20,13
1991,Cream,Prince And The N.P.G.,20,14
1991,O.P.P.,Naughty By Nature,20,15
1991,Let s Talk About Sex,Salt-N-Pepa,20,16
1991,Smells Like Teen Spirit,Nirvana,20,17
1991,Don t Cry,Guns N  Roses,20,18
1991,Don t Let The Sun Go Down On Me,George Michael/Elton John,20,19
1991,Addams Groove,M.C. Hammer,20,20
1991,Can t Stop This Thing We Started,Bryan Adams,20,21
1991,Live For Loving You,Gloria Estefan,20,22
1991,Set The Night To Music,Roberta Flack With Maxi Priest,20,23
1991,Broken Arrow,Rod Stewart,20,24
1991,I Love Your Smile,Shanice,26,25
1991,Mysterious Ways,U2,20,26
1991,Do Anything,Natural Selection,20,27
1991,Forever My Lady,Jodeci,20,28
1991,Romantic,Karyn White,20,29
1991,Diamonds And Pearls,Prince And The N.P.G.,21,30
1991,Change,Lisa Stansfield,20,31
1991,Tell Me What You Want Me To Do,Tevin Campbell,25,32
1991,Street Of Dreams,Nia Peeples,20,33
1991,Spending My Time,Roxette,20,34
1991,The Way I Feel About You,Karyn White,20,35
1991,Love Me All Up,Stacy Earl,19,36
1991,Emotions,Mariah Carey,20,37
1991,Angel Baby,Angelica,20,38
1991,Mind Playing Tricks On Me,Geto Boys,20,39
1991,Save Up All Your Tears,Cher,20,40
1991,Keep It Comin,Keith Sweat,20,41
1991,Tender Kisses,Tracie Spencer,20,42
1991,Running Back To You,Vanessa Williams,20,43
1991,Home Sweet Home,Motley Crue,17,44
1991,I ve Got A Lot To Learn About Love,The Storm,20,45
1991,I Wonder Why,Curtis Stigers,20,46
1991,Enter Sandman,Metallica,20,47
1991,Top Of The World,Van Halen,19,48
1991,Housecall,Shabba Ranks/Maxi Priest,15,49
1991,Is It Good To You,Heavy D,20,50
1991,Too Blind To See It,Kym Sims,20,51
1991,Ring My Bell,D.J. Jazzy Jeff,19,52
1991,The Unforgiven,Metallica,17,53
1991,Shot Of Poison,Lita Ford,14,54
1991,In My Dreams,The Party,18,55
1991,I Can t Make You Love Me,Bonnie Raitt,20,56
1991,Send Me An Angel,Scorpions,18,57
1991,Can t Truss It,Public Enemy,15,58
1991,Hearts Don t Think (They Feel),Natural Selection,14,59
1991,All She Wrote,Firehouse,14,60
1991,I Wanna Be Your Girl,Icy Blu,20,61
1991,Ain t Gonna Hurt Nobody,Kid  N Play,19,62
1991,On A Sunday Afternoon,Lighter Shade Of Brown,20,63
1991,Kiss You Back,Digital Underground,20,64
1991,Just A Touch Of Love,C+C Music Factory Presents Zelma Davis,14,65
1991,Groovy Train,The Farm,16,66
1991,I m Too Sexy,Right Said Fred,35,67
1991,A Day In My Life (Without You),Lisette Melendez,20,68
1991,Ain t No Future In Yo  Fronting,M.C. Breed,20,69
1991,The Comfort Zone,Vanessa Williams,12,70
1991,I Want You,Jody Watley,15,71
1991,Pop That Coochie,The 2 Live Crew,13,72
1991,No More Tears,Ozzy Osbourne,9,73
1991,Whispers,Corina,20,74
1991,Love Crazy,Atlantic Starr,8,75
1991,In Paradise,Laissez Faire,17,76
1991,Within My Heart,Voyce,13,77
1991,Uhh Ahh,Boyz II Men,20,78
1991,Get A Leg Up,John Mellencamp,15,79
1991,All Through The Night,Tone-Loc,7,80
1991,Conviction Of The Heart,Kenny Loggins,13,81
1991,To Be With You,Mr. Big,24,82
1991,Rush,Big Audio,17,83
1991,Real Real Real,Jesus Jones,20,84
1991,I ll Get By,Eddie Money,20,85
1991,Every Road Leads Back To You,Bette Midler,6,86
1991,There Will Never Be Another Tonight,Bryan Adams,15,87
1991,Insatiable,Prince And The N.P.G.,7,88
1991,Move Any Mountain,The Shamen,17,89
1991,Right Down To It,Damian Dame,6,90
1991,The Fly,U2,11,91
1991,What Time Is Love?,The KLF,12,92
1991,Give It Away,Red Hot Chili Peppers,15,93
1991,Something Got Me Started,Simply Red,14,94
1991,Live And Let Die,Guns N  Roses,16,95
1991,Everybody Move,Cathy Dennis,3,96
1991,Groovin,UB40,6,97
1991,Just Another Girlfriend,Hi-Five,8,98
1991,Lies,EMF,14,99
1991,All I Need Is You,Blue Train,13,100
1992,"I Will Always Love You (From ""The Bodyguard"")",Whitney Houston,26,1
1992,Rump Shaker,Wreckx-N-Effect,28,2
1992,If I Ever Fall In Love,Shai,20,3
1992,"In The Still Of The Nite (From ""The Jacksons"")",Boyz II Men,20,4
1992,"I d Die Without You (From ""Boomerang"")",P.M. Dawn,30,5
1992,Rhythm Is A Dancer,Snap,39,6
1992,Good Enough,Bobby Brown,23,7
1992,"Saving Forever For You (From ""Beverly Hills, 90210"")",Shanice,24,8
1992,How Do You Talk To An Angel,The Heights,20,9
1992,Real Love,Mary J. Blige,31,10
1992,What About Your Friends,TLC,27,11
1992,To Love Somebody,Michael Bolton,20,12
1992,Deeper And Deeper,Madonna,17,13
1992,Love Is On The Way,Saigon Kick,22,14
1992,Do You Believe In Us,Jon Secada,30,15
1992,Layla,Eric Clapton,20,16
1992,Little Miss Can t Be Wrong,Spin Doctors,20,17
1992,When She Cries,Restless Heart,20,18
1992,Faithful,Go West,20,19
1992,Walking On Broken Glass,Annie Lennox,25,20
1992,"End Of The Road (From ""Boomerang"")",Boyz II Men,32,21
1992,Flex,Mad Cobra,19,22
1992,Where You Goin  Now,Damn Yankees,20,23
1992,Back To The Hotel,N2Deep,30,24
1992,Never A Time,Genesis,20,25
1992,The Last Song,Elton John,20,26
1992,Would I Lie To You?,Charles,26,27
1992,Drive,R.E.M.,15,28
1992,7,Prince And The New Power Generation,23,29
1992,Sometimes Love Just Ain t Enough,Patty Smyth,24,30
1992,Here We Go Again!,Portrait,23,31
1992,Jump Around,House Of Pain,30,32
1992,I Wish The Phone Would Ring,Expose,15,33
1992,Walk On The Ocean,Toad The Wet Sprocket,20,34
1992,Who s Gonna Ride Your Wild Horses,U2,16,35
1992,People Everyday,Arrested Development,23,36
1992,Keep The Faith,Bon Jovi,16,37
1992,"Give It Up, Turn It Loose",En Vogue,20,38
1992,I Got A Thang 4 Ya!,Lo-Key?,20,39
1992,Free Your Mind,En Vogue,20,40
1992,Gangsta,Bell Biv Devoe,17,41
1992,A Whole New World (Aladdin s Theme),Peabo Bryson,23,42
1992,It s Gonna Be A Lovely Day,The S.O.U.L. S.Y.S.T.E.M.,16,43
1992,Baby-Baby-Baby,TLC,33,44
1992,Slow And Sexy,Shabba Ranks (Featuring Johnny Gill),19,45
1992,"Love Shoulda Brought You Home (From ""Boomerang"")",Toni Braxton,20,46
1992,Someone To Hold,Trey Lorenz,20,47
1992,Just Another Day,Jon Secada,37,48
1992,No Ordinary Love,Sade,27,49
1992,Love Can Move Mountains,Celine Dion,17,50
1992,Have You Ever Needed Someone So Bad,Def Leppard,20,51
1992,I Love You Period,Dan Baird,16,52
1992,Mr. Wendal,Arrested Development,24,53
1992,Heal The World,Michael Jackson,20,54
1992,Baby I m For Real/Natural High,After 7,18,55
1992,Quality Time,Hi-Five,17,56
1992,Reminisce,Mary J. Blige,20,57
1992,I Don t Care,Shakespear s Sister,12,58
1992,Erotica,Madonna,18,59
1992,Stand Up (Kick Love Into Motion),Def Leppard,15,60
1992,Everything s Gonna Be Alright,Father M.C.,20,61
1992,Ditty,Paperboy,30,62
1992,I Will Be Here For You,Michael W. Smith,20,63
1992,"Forever Love (From ""Mo  Money"")",Color Me Badd,18,64
1992,Steam,Peter Gabriel,15,65
1992,These Are Days,"10,000 Maniacs",11,66
1992,Shamrocks And Shenanigans (Boom Shalock Lock Boom),House Of Pain,10,67
1992,Homies,Lighter Shade Of Brown,19,68
